Farm ID,Soil Type,Soil pH,Organic Matter (%),Nitrogen Level (ppm),Phosphorus Level (ppm),Potassium Level (ppm),Temperature (°C),Rainfall (mm),Crop Recommended
8559,Clayey,6.8,2.5,25,19,30,29,838,Cotton
8560,Clayey,6.7,1.9,25,14,31,30,850,Bajra
8561,Sandy,6.4,2.4,25,20,28,30,856,Rice
8562,Sandy,6.6,3.2,25,16,35,29,892,Cotton
8563,Clayey,6.8,2.4,27,16,33,25,858,Cotton
8564,Sandy,6.7,3.2,28,14,26,29,827,Bajra
8565,Loamy,6.1,1.6,23,13,30,29,837,Bajra
8566,Sandy,6.8,3.2,28,10,35,29,825,Sugarcane
8567,Sandy,6.7,1.6,18,13,25,30,857,Mustard
8568,Clayey,6.4,1.8,30,14,34,29,867,Wheat
8569,Loamy,6.5,3.3,28,14,34,26,742,Mustard
8570,Loamy,7.1,3.0,21,14,25,25,888,Wheat
8571,Clayey,6.5,1.8,25,13,34,26,759,Wheat
8572,Sandy,7.0,3.3,19,20,27,27,845,Rice
8573,Sandy,6.1,2.2,20,10,29,29,772,Mustard
8574,Sandy,7.4,2.6,19,16,27,30,829,Wheat
8575,Loamy,6.7,1.8,18,12,25,30,845,Wheat
8576,Loamy,7.4,3.3,24,15,31,30,780,Rice
8577,Sandy,6.3,2.3,20,13,33,25,827,Wheat
8578,Clayey,7.4,2.4,21,20,32,26,767,Sugarcane
8579,Clayey,6.9,2.2,21,11,30,30,878,Cotton
8580,Clayey,6.1,1.8,28,14,33,27,858,Cotton
8581,Sandy,6.3,3.2,21,16,32,30,846,Wheat
8582,Clayey,6.5,2.4,23,12,34,25,781,Cotton
8583,Clayey,6.2,3.1,26,12,28,29,828,Wheat
8584,Sandy,6.4,3.3,28,19,29,29,848,Rice
8585,Clayey,7.2,2.3,23,10,28,29,723,Bajra
8586,Clayey,6.2,2.5,29,16,27,28,807,Cotton
8587,Clayey,6.3,3.5,24,14,29,27,819,Mustard
8588,Loamy,6.7,3.0,25,18,25,28,806,Bajra
8589,Clayey,6.1,3.3,29,18,25,27,806,Rice
8590,Clayey,6.7,2.7,20,15,26,28,712,Bajra
8591,Loamy,6.8,2.9,20,15,32,25,701,Rice
8592,Loamy,7.1,1.5,22,15,32,30,823,Sugarcane
8593,Clayey,6.3,3.4,21,12,25,30,734,Bajra
8594,Clayey,6.9,2.4,29,19,28,27,851,Bajra
8595,Sandy,6.6,2.9,19,15,35,27,844,Mustard
8596,Loamy,6.8,3.3,21,16,29,29,793,Rice
8597,Loamy,6.9,2.3,30,16,28,28,737,Sugarcane
8598,Clayey,7.5,2.7,24,15,32,27,764,Sugarcane
8599,Sandy,6.2,3.2,29,20,33,25,781,Sugarcane
8600,Sandy,6.3,3.5,21,20,30,29,770,Sugarcane
8601,Loamy,6.2,1.8,23,15,30,25,827,Wheat
8602,Loamy,6.6,2.8,24,13,28,25,874,Cotton
8603,Clayey,6.3,3.5,23,14,28,28,767,Cotton
8604,Sandy,7.4,1.6,26,16,34,30,900,Bajra
8605,Clayey,6.1,2.6,25,17,34,25,800,Bajra
8606,Clayey,6.1,2.0,25,15,35,26,830,Rice
8607,Sandy,6.1,1.9,23,16,25,25,793,Mustard
8608,Loamy,7.5,2.4,20,18,29,26,732,Bajra
8609,Sandy,6.2,3.3,24,16,32,25,828,Wheat
8610,Loamy,7.0,2.3,19,14,30,26,867,Cotton
8611,Sandy,6.5,2.5,18,19,32,27,742,Cotton
8612,Clayey,6.5,3.1,20,11,33,29,805,Rice
8613,Sandy,7.4,1.8,26,18,26,25,709,Sugarcane
8614,Sandy,7.2,3.4,30,17,35,27,831,Bajra
8615,Loamy,6.9,2.5,30,19,30,28,869,Sugarcane
8616,Sandy,6.1,2.8,25,13,28,27,716,Sugarcane
8617,Loamy,6.2,3.5,23,14,35,30,730,Bajra
8618,Clayey,7.5,1.5,22,13,26,28,725,Bajra
8619,Loamy,7.3,3.5,26,11,27,28,756,Bajra
8620,Sandy,6.8,1.9,21,11,26,30,845,Bajra
8621,Clayey,6.6,2.4,21,16,35,25,774,Rice
8622,Clayey,6.5,3.4,26,12,25,27,819,Wheat
8623,Sandy,7.0,1.8,22,17,25,28,760,Cotton
8624,Clayey,7.1,2.4,19,10,30,26,861,Bajra
8625,Sandy,7.4,3.5,20,18,26,25,712,Sugarcane
8626,Loamy,6.8,2.4,23,20,28,27,774,Sugarcane
8627,Loamy,6.5,3.3,22,15,32,26,865,Sugarcane
8628,Sandy,6.8,1.7,26,11,34,26,741,Bajra
8629,Loamy,7.2,2.2,29,18,33,25,871,Rice
8630,Clayey,6.7,3.0,18,13,25,27,744,Mustard
8631,Loamy,6.7,3.1,20,19,33,25,713,Wheat
8632,Loamy,6.5,2.5,20,11,35,25,812,Sugarcane
8633,Clayey,6.1,1.7,28,17,25,27,707,Cotton
8634,Sandy,6.6,2.1,24,17,28,25,714,Sugarcane
8635,Clayey,6.5,2.2,23,15,30,27,823,Wheat
8636,Sandy,6.1,1.8,26,18,33,29,741,Sugarcane
8637,Loamy,6.1,1.6,29,11,33,28,731,Sugarcane
8638,Clayey,6.1,1.9,30,18,35,26,718,Mustard
8639,Sandy,6.9,3.2,19,18,33,27,895,Sugarcane
8640,Sandy,6.0,3.1,18,19,30,30,891,Sugarcane
8641,Loamy,7.3,2.9,18,14,33,30,752,Sugarcane
8642,Loamy,6.1,2.3,25,13,32,26,873,Cotton
8643,Clayey,6.0,3.0,18,10,30,26,808,Rice
8644,Sandy,6.6,3.2,22,18,29,25,743,Mustard
8645,Loamy,6.7,1.8,23,11,35,26,780,Bajra
8646,Clayey,7.0,1.7,22,13,30,26,887,Sugarcane
8647,Loamy,6.6,2.9,25,13,25,30,843,Bajra
8648,Sandy,6.6,3.1,30,20,28,25,770,Cotton
8649,Clayey,6.5,3.3,23,10,30,30,826,Rice
8650,Loamy,6.2,2.2,25,20,28,27,742,Wheat
8651,Clayey,6.7,2.3,29,19,34,27,738,Cotton
8652,Sandy,6.2,3.2,27,20,32,25,786,Mustard
8653,Clayey,7.4,1.6,21,19,27,30,825,Mustard
8654,Sandy,7.5,2.1,22,16,28,26,708,Mustard
8655,Sandy,6.0,2.5,27,11,28,26,805,Bajra
8656,Sandy,6.9,3.1,29,18,29,26,722,Cotton
8657,Sandy,6.1,2.6,30,18,31,26,897,Wheat
8658,Loamy,6.2,3.3,22,11,33,25,857,Cotton
8659,Clayey,7.3,3.3,18,13,32,29,820,Sugarcane
8660,Sandy,6.5,3.3,19,17,27,30,767,Wheat
8661,Sandy,7.2,3.0,29,19,29,26,701,Rice
8662,Loamy,6.4,2.2,30,15,35,30,870,Sugarcane
8663,Clayey,6.9,2.9,19,11,30,26,766,Sugarcane
8664,Sandy,6.1,2.2,23,17,26,29,788,Sugarcane
8665,Loamy,6.3,2.2,22,10,32,28,704,Sugarcane
8666,Clayey,7.3,2.4,21,20,31,30,820,Wheat
8667,Clayey,6.2,2.2,23,11,31,27,818,Sugarcane
8668,Clayey,7.1,3.4,26,14,28,28,845,Cotton
8669,Loamy,6.1,3.0,23,13,26,26,787,Mustard
8670,Loamy,7.0,2.1,19,10,33,25,812,Cotton
8671,Sandy,6.4,3.2,21,11,29,30,729,Sugarcane
8672,Clayey,6.4,1.9,22,13,29,27,760,Bajra
8673,Sandy,6.2,2.2,27,17,25,28,800,Cotton
8674,Clayey,6.0,3.4,19,19,27,25,813,Sugarcane
8675,Loamy,6.1,2.3,20,18,26,25,875,Rice
8676,Loamy,6.1,3.4,21,10,27,26,826,Sugarcane
8677,Sandy,6.3,3.1,23,11,33,25,821,Wheat
8678,Loamy,6.2,2.7,30,18,25,26,780,Sugarcane
8679,Loamy,7.1,3.2,29,17,28,29,761,Bajra
8680,Loamy,6.3,2.9,24,17,27,25,726,Mustard
8681,Clayey,6.4,3.0,19,20,29,27,726,Cotton
8682,Clayey,6.6,2.5,21,11,30,26,794,Bajra
8683,Loamy,6.6,3.5,25,18,31,27,782,Sugarcane
8684,Sandy,6.5,1.8,29,12,32,26,816,Cotton
8685,Sandy,6.8,2.0,30,10,28,25,826,Bajra
8686,Loamy,6.8,2.9,24,18,34,29,781,Wheat
8687,Loamy,6.3,2.4,29,12,35,25,749,Cotton
8688,Clayey,6.7,2.3,19,13,35,30,860,Bajra
8689,Clayey,6.0,2.1,23,17,25,29,723,Bajra
8690,Clayey,7.0,2.2,19,10,29,27,859,Rice
8691,Clayey,7.0,2.3,24,16,31,29,899,Rice
8692,Clayey,6.5,2.8,24,17,33,25,808,Wheat
8693,Sandy,6.3,3.3,30,10,34,28,732,Sugarcane
8694,Sandy,7.0,3.4,25,20,26,27,862,Sugarcane
8695,Sandy,6.1,1.9,18,19,26,25,833,Wheat
8696,Sandy,6.3,3.4,26,14,33,25,714,Bajra
8697,Clayey,6.4,1.7,26,16,31,25,860,Sugarcane
8698,Sandy,7.2,3.0,25,20,30,28,838,Cotton
8699,Sandy,6.3,2.9,29,18,29,25,826,Rice
8700,Clayey,6.4,1.6,28,13,30,27,812,Sugarcane
8701,Sandy,6.3,2.7,27,12,32,27,893,Wheat
8702,Sandy,7.2,2.2,21,19,26,29,891,Sugarcane
8703,Clayey,7.3,2.8,24,13,31,28,878,Bajra
8704,Loamy,7.1,2.8,18,20,32,26,863,Mustard
8705,Loamy,7.1,3.1,22,20,27,25,850,Bajra
8706,Clayey,6.2,2.6,29,15,32,29,868,Cotton
8707,Clayey,7.0,3.2,18,10,28,25,797,Wheat
8708,Sandy,6.7,3.4,18,12,25,26,882,Wheat
8709,Sandy,6.9,2.7,28,12,31,29,800,Mustard
8710,Sandy,6.7,2.2,28,16,34,29,750,Mustard
8711,Sandy,6.9,2.9,28,20,28,25,890,Cotton
8712,Clayey,6.7,2.6,26,11,30,26,721,Cotton
8713,Clayey,7.5,2.8,23,19,35,29,825,Wheat
8714,Loamy,7.2,1.8,20,11,29,27,895,Wheat
8715,Clayey,6.9,3.5,29,15,30,25,862,Mustard
8716,Clayey,6.3,1.5,30,10,28,30,871,Rice
8717,Sandy,6.1,1.7,21,12,29,29,875,Mustard
8718,Loamy,7.0,3.1,26,10,26,29,818,Wheat
8719,Loamy,6.6,1.8,18,14,35,25,750,Wheat
8720,Loamy,7.0,2.1,27,19,32,26,894,Wheat
8721,Loamy,6.9,3.0,29,11,35,28,850,Cotton
8722,Loamy,6.3,3.4,29,18,35,25,876,Rice
8723,Loamy,6.6,3.2,25,13,30,27,731,Cotton
8724,Clayey,6.2,1.7,29,15,25,27,793,Wheat
8725,Loamy,6.1,3.4,23,12,28,27,788,Bajra
8726,Clayey,7.4,1.9,26,20,30,27,855,Bajra
8727,Sandy,6.3,2.7,21,20,27,29,815,Mustard
8728,Loamy,6.5,3.1,22,19,31,30,790,Bajra
8729,Clayey,7.1,1.8,28,12,30,27,784,Rice
8730,Loamy,7.5,3.1,25,14,34,30,751,Mustard
8731,Loamy,6.5,2.2,19,20,26,30,716,Mustard
8732,Clayey,6.4,1.7,30,13,25,25,720,Rice
8733,Clayey,6.9,3.2,23,18,33,26,812,Wheat
8734,Clayey,6.0,2.6,22,12,26,27,760,Wheat
8735,Clayey,6.7,2.7,23,20,33,28,874,Mustard
8736,Clayey,6.1,2.2,29,11,32,30,899,Mustard
8737,Sandy,6.8,2.8,28,20,32,28,886,Bajra
8738,Clayey,6.6,3.1,23,14,27,26,710,Wheat
8739,Clayey,7.4,3.3,27,13,29,30,871,Sugarcane
8740,Clayey,6.8,2.7,18,13,32,30,767,Cotton
8741,Sandy,6.8,3.3,29,10,29,27,827,Wheat
8742,Clayey,6.7,1.6,18,10,29,25,797,Sugarcane
8743,Loamy,6.4,1.8,25,10,33,29,717,Rice
8744,Loamy,6.7,1.5,22,10,28,30,868,Cotton
8745,Clayey,7.3,3.3,22,11,32,25,888,Wheat
8746,Sandy,6.4,3.1,21,12,34,25,841,Rice
8747,Sandy,6.6,3.1,29,14,34,25,783,Rice
8748,Loamy,6.9,1.8,25,11,31,27,816,Bajra
8749,Clayey,6.3,3.1,30,11,26,26,757,Sugarcane
8750,Sandy,7.0,3.0,20,17,31,28,708,Cotton
8751,Sandy,6.4,2.1,24,12,25,28,880,Mustard
8752,Loamy,6.9,3.2,30,15,26,26,747,Bajra
8753,Loamy,7.3,1.8,30,17,34,28,824,Wheat
8754,Loamy,6.2,2.0,30,19,28,29,861,Sugarcane
8755,Sandy,7.2,2.0,22,20,28,29,718,Bajra
8756,Clayey,7.5,2.2,20,18,27,26,863,Sugarcane
8757,Sandy,7.3,2.7,21,16,32,30,812,Sugarcane
8758,Clayey,6.6,2.2,29,12,26,28,816,Rice
8759,Loamy,6.1,2.1,25,12,26,25,773,Bajra
8760,Clayey,6.3,2.3,25,19,27,28,829,Bajra
8761,Loamy,7.4,2.2,26,12,34,26,729,Cotton
8762,Sandy,6.8,1.6,27,12,26,30,782,Bajra
8763,Loamy,7.3,2.9,18,11,34,29,733,Rice
8764,Loamy,6.9,2.4,29,16,30,30,808,Wheat
8765,Sandy,6.8,2.8,25,13,33,30,712,Rice
8766,Loamy,6.4,2.7,27,16,26,26,878,Sugarcane
8767,Sandy,6.7,2.1,22,11,26,28,735,Wheat
8768,Sandy,6.4,3.1,22,15,28,28,857,Cotton
8769,Loamy,6.9,3.0,29,19,34,30,827,Mustard
8770,Sandy,6.3,2.1,24,10,34,30,706,Rice
8771,Sandy,6.8,2.6,22,19,32,30,853,Cotton
8772,Clayey,7.1,2.9,20,11,28,28,800,Sugarcane
8773,Clayey,6.4,1.8,25,16,29,28,798,Bajra
8774,Sandy,6.4,2.3,24,17,25,30,844,Cotton
8775,Sandy,6.5,3.3,25,12,35,28,831,Rice
8776,Clayey,7.1,3.1,25,11,34,30,855,Mustard
8777,Clayey,6.9,1.9,24,10,27,25,751,Bajra
8778,Sandy,7.3,2.5,19,20,26,26,808,Rice
8779,Sandy,6.7,2.1,27,15,30,25,750,Bajra
8780,Clayey,6.3,3.3,21,16,31,26,867,Sugarcane
8781,Loamy,7.2,2.8,26,14,35,26,837,Cotton
8782,Sandy,7.1,1.6,23,10,31,30,860,Bajra
8783,Sandy,7.5,2.4,25,20,33,29,700,Sugarcane
8784,Sandy,6.5,3.4,24,19,25,26,828,Wheat
8785,Loamy,6.5,2.1,19,15,32,26,742,Sugarcane
8786,Loamy,6.9,3.4,22,14,35,26,898,Rice
8787,Sandy,6.5,3.0,29,12,32,26,845,Cotton
8788,Loamy,6.8,2.6,21,13,27,26,716,Bajra
8789,Loamy,6.8,1.9,28,20,31,30,805,Sugarcane
8790,Clayey,7.1,3.4,21,20,31,29,814,Mustard
8791,Loamy,7.0,2.1,26,16,31,29,767,Bajra
8792,Clayey,7.5,1.8,23,10,32,26,836,Bajra
8793,Clayey,7.3,2.9,20,13,25,27,892,Cotton
8794,Clayey,6.5,2.2,21,14,27,29,734,Rice
8795,Loamy,6.2,3.3,23,15,25,27,750,Mustard
8796,Clayey,6.2,1.9,27,19,32,28,811,Mustard
8797,Clayey,6.6,1.6,27,12,27,26,754,Rice
8798,Loamy,7.1,1.7,24,10,33,29,777,Sugarcane
8799,Clayey,6.7,2.9,22,16,34,28,777,Cotton
8800,Sandy,7.4,2.3,21,13,33,29,840,Wheat
8801,Clayey,6.9,3.2,29,19,33,25,857,Bajra
8802,Sandy,6.9,1.9,21,17,29,25,895,Wheat
8803,Sandy,6.9,2.2,18,12,25,25,856,Sugarcane
8804,Sandy,6.3,2.9,30,13,33,27,854,Wheat
8805,Loamy,7.0,1.9,28,14,29,26,882,Sugarcane
8806,Sandy,7.1,1.6,18,17,33,29,869,Rice
8807,Clayey,6.2,3.2,24,13,35,29,887,Mustard
8808,Loamy,6.9,2.4,21,14,32,28,757,Bajra
8809,Clayey,7.0,2.1,22,20,31,25,776,Bajra
8810,Sandy,6.8,3.0,21,16,32,28,810,Mustard
8811,Sandy,7.4,3.0,30,12,29,26,884,Mustard
8812,Loamy,7.1,1.8,28,15,26,25,747,Wheat
8813,Loamy,6.8,3.1,27,20,32,28,718,Mustard
8814,Loamy,6.6,1.9,25,14,33,28,738,Bajra
8815,Sandy,6.6,3.0,22,13,27,26,799,Sugarcane
8816,Sandy,6.6,1.7,22,17,27,25,708,Bajra
8817,Clayey,7.0,2.0,28,18,27,30,756,Rice
8818,Loamy,6.4,2.2,24,20,30,25,704,Cotton
8819,Sandy,7.5,1.5,25,16,33,27,845,Bajra
8820,Clayey,6.2,1.9,22,11,28,27,874,Cotton
8821,Loamy,7.1,3.0,19,12,27,25,724,Sugarcane
8822,Sandy,7.2,2.8,25,20,28,26,882,Mustard
8823,Clayey,6.7,3.0,27,11,30,28,843,Sugarcane
8824,Clayey,7.2,2.9,21,16,33,29,820,Mustard
8825,Sandy,6.1,1.6,23,18,32,25,797,Wheat
8826,Clayey,7.5,1.9,25,16,29,27,771,Rice
8827,Sandy,6.1,2.2,25,18,27,30,844,Cotton
8828,Sandy,7.2,3.4,27,12,26,28,761,Cotton
8829,Sandy,6.5,3.2,27,13,27,29,841,Mustard
8830,Clayey,6.8,2.6,30,19,33,27,717,Wheat
8831,Clayey,7.3,2.3,19,10,25,30,878,Bajra
8832,Clayey,7.1,2.0,26,11,26,27,715,Mustard
8833,Sandy,7.0,2.2,19,20,26,29,764,Wheat
8834,Loamy,7.2,3.2,30,14,34,25,771,Mustard
8835,Loamy,7.1,1.7,22,11,29,26,864,Bajra
8836,Clayey,6.9,1.6,30,15,25,26,805,Cotton
8837,Loamy,6.4,2.0,29,13,35,27,860,Cotton
8838,Loamy,6.1,3.1,27,11,28,26,885,Cotton
8839,Clayey,7.1,2.9,23,11,25,30,887,Bajra
8840,Loamy,6.3,3.2,22,14,31,30,726,Wheat
8841,Clayey,6.3,1.7,19,15,28,25,874,Bajra
8842,Sandy,6.5,2.5,30,13,35,25,813,Sugarcane
8843,Sandy,7.3,2.2,27,18,26,27,767,Mustard
8844,Sandy,7.4,1.8,28,17,27,30,881,Cotton
8845,Clayey,6.1,1.9,25,18,34,30,738,Bajra
8846,Clayey,6.2,1.8,22,20,27,27,849,Rice
8847,Loamy,6.9,3.4,23,13,26,30,870,Rice
8848,Clayey,7.0,3.4,20,17,32,30,774,Sugarcane
8849,Sandy,7.1,2.2,25,18,28,27,807,Cotton
8850,Loamy,7.0,2.1,30,18,31,30,877,Wheat
8851,Clayey,6.4,2.7,19,18,30,27,796,Sugarcane
8852,Sandy,6.5,3.3,23,20,33,30,760,Bajra
8853,Clayey,6.9,3.0,28,16,31,28,823,Mustard
8854,Sandy,7.1,2.3,19,12,29,28,734,Bajra
8855,Loamy,6.3,2.9,30,12,35,30,872,Wheat
8856,Clayey,6.5,2.5,20,13,28,28,872,Rice
8857,Sandy,6.2,2.0,29,17,28,29,900,Bajra
8858,Clayey,6.8,3.0,22,15,30,29,846,Mustard
8859,Sandy,6.1,2.6,24,15,32,28,821,Mustard
8860,Loamy,7.4,3.1,30,10,33,29,805,Rice
8861,Sandy,6.4,2.0,20,10,32,30,806,Wheat
8862,Sandy,7.4,1.7,25,13,27,27,711,Mustard
8863,Clayey,6.6,2.2,18,17,32,27,837,Wheat
8864,Loamy,6.4,2.3,28,11,25,25,724,Cotton
8865,Sandy,7.3,2.9,18,19,28,30,728,Rice
8866,Loamy,7.5,2.7,18,17,33,26,852,Cotton
8867,Sandy,7.5,1.9,19,19,31,30,886,Cotton
8868,Loamy,6.9,2.6,28,14,25,28,870,Bajra
8869,Sandy,6.8,1.6,29,12,33,27,803,Cotton
8870,Sandy,6.1,3.1,26,11,33,30,766,Bajra
8871,Loamy,6.5,2.7,29,12,30,28,789,Rice
8872,Loamy,7.3,1.5,25,18,32,30,866,Mustard
8873,Sandy,7.0,1.7,30,16,32,30,854,Sugarcane
8874,Sandy,7.1,1.8,24,20,25,27,849,Bajra
8875,Clayey,6.6,1.9,29,11,26,28,868,Sugarcane
8876,Sandy,6.7,3.1,29,11,27,30,851,Cotton
8877,Loamy,7.0,2.1,21,11,35,27,807,Wheat
8878,Loamy,6.0,2.3,22,18,30,30,844,Bajra
8879,Sandy,6.7,2.2,18,15,30,26,755,Rice
8880,Sandy,6.4,2.3,30,15,33,25,879,Sugarcane
8881,Clayey,7.3,3.1,20,10,25,30,841,Sugarcane
8882,Clayey,6.8,2.8,25,15,34,30,881,Rice
8883,Loamy,7.1,3.5,22,15,31,25,775,Mustard
8884,Sandy,6.8,3.1,21,20,35,25,757,Mustard
8885,Loamy,6.2,2.5,24,13,32,27,754,Wheat
8886,Clayey,7.1,2.6,26,16,27,26,889,Cotton
8887,Sandy,6.5,2.6,19,20,27,26,815,Cotton
8888,Sandy,6.4,3.2,30,10,25,26,720,Sugarcane
8889,Clayey,6.7,2.0,19,17,35,28,728,Mustard
8890,Loamy,7.0,2.8,30,17,31,26,727,Cotton
8891,Loamy,6.4,2.0,21,14,30,29,842,Rice
8892,Clayey,6.0,1.8,27,20,30,25,824,Wheat
8893,Sandy,6.8,3.0,18,11,35,29,740,Wheat
8894,Clayey,7.5,1.9,28,18,32,30,882,Wheat
8895,Loamy,6.4,3.1,18,16,32,30,734,Cotton
8896,Loamy,6.7,2.2,27,16,29,29,829,Mustard
8897,Clayey,7.0,2.1,26,14,28,28,735,Mustard
8898,Loamy,6.9,3.2,28,11,32,27,886,Rice
8899,Sandy,6.9,2.7,30,19,34,25,726,Bajra
8900,Clayey,6.6,2.6,27,14,32,28,751,Cotton
8901,Loamy,7.2,2.6,30,17,28,28,705,Sugarcane
8902,Sandy,7.2,2.6,27,14,35,29,772,Bajra
8903,Clayey,7.1,2.5,29,20,33,27,785,Rice
8904,Loamy,7.4,3.2,24,16,26,29,755,Cotton
8905,Clayey,7.4,2.0,19,19,35,26,748,Bajra
8906,Clayey,7.4,2.7,26,16,30,27,758,Sugarcane
8907,Sandy,7.3,2.2,23,18,34,28,727,Rice
8908,Loamy,6.0,2.1,30,10,31,26,786,Rice
8909,Loamy,6.7,3.2,25,10,33,29,708,Wheat
8910,Sandy,7.4,1.9,28,17,25,28,816,Cotton
8911,Sandy,7.3,1.6,30,11,34,25,842,Rice
8912,Sandy,6.4,2.8,22,13,33,28,823,Bajra
8913,Sandy,7.4,3.0,22,15,31,25,873,Wheat
8914,Loamy,7.4,1.5,19,14,27,25,772,Wheat
8915,Clayey,6.7,2.9,19,18,27,28,852,Mustard
8916,Loamy,6.4,1.5,26,19,30,27,779,Bajra
8917,Sandy,6.9,2.4,21,18,29,27,793,Sugarcane
8918,Clayey,7.5,2.7,30,12,28,29,795,Mustard
8919,Sandy,7.0,2.9,18,20,30,26,803,Rice
8920,Loamy,6.3,1.7,29,17,28,29,719,Mustard
8921,Loamy,7.2,3.0,18,13,32,26,852,Sugarcane
8922,Loamy,6.1,3.0,21,13,34,26,859,Sugarcane
8923,Clayey,6.1,2.1,27,14,35,29,744,Sugarcane
8924,Loamy,6.4,2.1,19,15,28,28,772,Sugarcane
8925,Loamy,6.3,2.6,19,16,25,28,791,Cotton
8926,Clayey,7.4,2.9,28,17,27,30,778,Cotton
8927,Sandy,6.5,3.1,18,18,32,28,849,Bajra
8928,Clayey,7.4,1.6,21,14,34,27,705,Cotton
8929,Clayey,6.7,3.2,22,19,28,26,885,Bajra
8930,Clayey,7.1,3.2,30,16,30,26,851,Wheat
8931,Clayey,6.6,1.6,30,11,31,27,775,Wheat
8932,Loamy,7.3,1.7,18,20,30,28,898,Cotton
8933,Sandy,7.0,3.3,18,15,34,25,714,Mustard
8934,Clayey,6.7,2.7,28,14,32,29,706,Mustard
8935,Loamy,6.2,2.4,18,12,27,28,713,Sugarcane
8936,Clayey,6.6,2.7,19,18,26,27,710,Cotton
8937,Sandy,7.5,3.5,24,12,35,25,897,Bajra
8938,Sandy,6.7,2.4,25,17,26,26,889,Sugarcane
8939,Sandy,7.0,2.7,30,14,35,29,701,Mustard
8940,Loamy,6.4,2.3,25,17,32,27,863,Rice
8941,Sandy,6.9,2.7,26,19,32,28,747,Sugarcane
8942,Loamy,6.1,3.0,22,19,29,26,803,Bajra
8943,Clayey,6.5,2.5,26,11,35,29,745,Mustard
8944,Clayey,6.5,2.0,18,17,28,25,838,Mustard
8945,Clayey,6.9,2.1,18,13,32,28,741,Bajra
8946,Clayey,6.9,3.4,29,20,31,27,726,Wheat
8947,Clayey,6.4,3.2,28,16,32,26,865,Bajra
8948,Sandy,7.4,2.0,27,13,25,30,859,Mustard
8949,Loamy,6.9,1.8,29,11,29,25,729,Mustard
8950,Clayey,7.2,3.2,29,13,35,30,733,Wheat
8951,Clayey,6.8,3.0,18,17,29,28,873,Sugarcane
8952,Loamy,6.6,2.6,26,17,34,29,880,Sugarcane
8953,Sandy,6.0,2.7,24,17,33,26,813,Cotton
8954,Clayey,7.1,2.4,22,20,34,29,817,Bajra
8955,Loamy,6.4,3.5,22,19,35,27,847,Rice
8956,Sandy,6.8,3.1,20,13,33,29,737,Sugarcane
8957,Sandy,7.4,2.4,22,11,27,25,731,Mustard
8958,Loamy,7.3,1.8,18,19,33,26,737,Rice
8959,Loamy,7.1,1.8,22,19,27,28,776,Cotton
8960,Clayey,6.2,3.1,24,20,32,29,900,Sugarcane
8961,Clayey,6.9,1.6,27,17,35,25,853,Rice
8962,Clayey,6.9,1.7,27,16,35,30,827,Wheat
8963,Sandy,6.4,1.7,19,15,30,29,723,Cotton
8964,Clayey,6.6,2.9,18,20,28,27,889,Mustard
8965,Sandy,6.1,3.3,29,10,29,26,854,Mustard
8966,Loamy,7.3,1.7,23,20,31,30,867,Wheat
8967,Sandy,6.9,2.7,25,19,29,30,747,Rice
8968,Clayey,6.3,2.4,26,11,30,30,840,Cotton
8969,Loamy,6.6,2.8,18,10,27,28,872,Bajra
8970,Loamy,7.0,3.0,24,20,29,27,778,Bajra
8971,Loamy,7.5,3.3,26,11,33,27,727,Bajra
8972,Sandy,6.1,2.9,22,10,28,28,852,Sugarcane
8973,Sandy,6.7,3.2,22,10,25,30,791,Bajra
8974,Loamy,6.9,3.4,30,17,31,25,724,Sugarcane
8975,Loamy,6.9,2.9,27,18,27,27,782,Rice
8976,Clayey,6.1,2.2,22,15,34,25,706,Bajra
8977,Clayey,6.4,3.0,21,14,34,30,764,Cotton
8978,Sandy,6.9,2.6,23,18,28,26,769,Sugarcane
8979,Loamy,7.2,2.6,18,16,29,29,888,Bajra
8980,Sandy,7.5,2.5,20,15,30,26,865,Bajra
8981,Loamy,6.2,1.9,27,15,29,30,828,Mustard
8982,Clayey,6.7,2.5,21,17,34,29,775,Wheat
8983,Loamy,7.0,3.1,24,15,29,25,773,Cotton
8984,Loamy,7.4,3.2,28,19,30,28,799,Mustard
8985,Sandy,6.2,3.2,22,15,25,26,707,Rice
8986,Loamy,7.2,2.2,23,19,25,27,744,Mustard
8987,Clayey,7.0,2.2,26,20,33,29,893,Wheat
8988,Loamy,6.1,2.0,22,20,30,29,774,Sugarcane
8989,Sandy,6.5,2.2,19,12,33,27,771,Wheat
8990,Clayey,7.3,3.0,24,10,28,27,726,Cotton
8991,Loamy,6.1,2.1,20,18,34,27,734,Sugarcane
8992,Clayey,6.2,2.7,28,20,33,28,894,Wheat
8993,Loamy,7.3,2.9,23,12,27,27,702,Rice
8994,Loamy,7.4,1.9,20,14,28,25,793,Cotton
8995,Sandy,7.0,2.1,22,19,26,27,899,Bajra
8996,Sandy,6.8,1.6,24,18,28,26,831,Mustard
8997,Loamy,6.3,3.4,29,19,30,28,717,Wheat
8998,Clayey,6.1,2.0,21,16,25,26,880,Sugarcane
8999,Clayey,6.3,3.0,30,12,30,30,859,Wheat
9000,Clayey,6.4,1.8,29,19,26,27,883,Wheat
9001,Clayey,6.1,2.5,22,18,34,30,891,Bajra
9002,Sandy,6.4,2.2,21,19,26,29,859,Wheat
9003,Loamy,7.1,2.2,27,10,26,27,880,Sugarcane
